label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119
angry,-414.07047,69.66737,-30.555046,10.954686,-15.209131,-9.044074,-10.194011,-18.464111,-5.3102546,-2.0358806,-4.359065,-3.8709996,-7.554666,-0.6178676,-8.82129,-6.28198,-4.893762,-2.4041367,-2.95503,4.604699,2.373157,0.58397025,-0.82996655,-0.5610397,0.48382118,1.1564108,5.7984095,2.6772075,0.8984823,0.25412267,-1.3682259,5.5796027,3.8492138,4.759582,3.2283335,3.6719103,-1.3875473,2.4041154,-0.756541,2.021789,-0.62421864,-0.49235442,0.28227133,0.288296,0.28265455,0.07627182,0.24092174,0.1912263,-0.031829774,-0.16699196,0.011069833,0.08558663,-0.108756185,0.13319707,0.037696507,0.00958531,-0.0015047231,0.0287838,0.115002595,0.07070228,-0.07648184,-0.016419034,0.009462501,-0.031432554,0.059406754,-0.0025098755,-0.013645989,-0.0027757161,-0.041097146,0.04917299,0.12122419,-0.028662076,0.0065927855,0.005092824,0.010477891,0.05455251,0.0056965174,-0.04791397,-0.006016238,-0.05372777,-1.3201174,-0.1574368,0.37280756,0.0040831976,-0.038861685,-0.10462166,0.13401805,0.04233659,0.012550311,-0.12011044,0.07851931,0.029661853,-0.094789386,0.036830217,-0.015874917,0.03618388,0.041714247,0.0008999883,0.010327131,0.027740901,-0.054517414,0.10851233,0.083425514,0.04271506,0.041046534,-0.028080711,-0.017892158,-0.004483896,-0.029289149,-0.0067024473,-0.005919455,-0.056536566,-0.0073751626,5.450179e-06,0.019399315,-0.01043892,-0.018400392,-0.024470033,0.013429312,-0.04077517
angry,-454.92328,71.18023,-19.236376,4.1763387,-15.917612,-7.5614715,-9.97116,-19.060957,-9.978387,-3.8376305,-9.826997,-4.2230625,-11.707572,-0.10459003,-9.509012,-7.445191,-5.2683673,-7.5168443,-8.846849,-3.076718,-2.5345922,-2.635461,1.0258559,0.46814442,2.130652,2.6419113,5.6271224,6.771127,4.961885,6.2815576,1.2310315,4.29598,0.6652952,3.539832,1.8915411,3.2820108,0.08149841,1.5045941,-1.29234,-2.2611582,-0.57676816,-0.4008619,0.13980684,0.19333473,0.1777465,0.23357843,0.22546242,0.20685439,0.087355435,0.036246557,0.054397393,-0.024765834,-0.07650446,-0.046748076,0.016257744,0.031645544,-0.028707605,-0.007115115,0.044684354,0.094488755,0.10877845,0.10342428,0.08480757,-0.027025172,-0.012716255,-0.0006256652,-0.040224586,-0.033869315,-0.039415553,-0.03382,-0.02641025,-0.041712113,-0.08654734,-0.07980687,-0.040577527,-0.003340451,0.024672136,-0.011869216,-0.022510791,-0.04484046,0.08373844,-0.013712713,-0.060858916,0.020443296,-0.0012831604,-0.035023212,-0.041059498,-0.04124505,-0.027100697,-0.013412419,-0.032450818,-0.028627437,0.028782459,0.024137383,-0.0020589891,-0.019240567,-0.018280571,0.009180934,-0.014638023,-0.027048113,-0.02539115,-0.04116609,-0.017364888,0.002375287,-0.011764678,-0.03098724,-0.018996416,-0.0006083831,-0.0043781484,0.004907268,-0.00870992,0.01937046,0.045992624,0.012022912,-0.03370103,-0.048157636,-0.031044655,-0.0039956714,-0.0044852947,-0.005462272
angry,-455.4101,63.56105,-25.741154,5.02947,-18.521753,-11.45764,-8.892118,-20.310638,-9.641871,-4.3602962,-8.518237,-3.9564567,-13.316667,2.2527137,-9.213125,-5.3862543,-5.0894384,-9.655763,-10.239102,-3.0164158,-3.0805986,-4.141387,-1.1843137,0.28485653,1.6155905,1.5069134,4.9275556,5.693259,7.2743535,8.08423,0.62916,2.3508878,-1.2202137,3.4661214,2.6562324,3.682908,-1.956596,0.002342307,0.71590024,1.0785855,-0.9142376,0.00059097836,0.05584406,-0.22197558,0.2918934,0.33136398,0.29374674,0.19259642,0.19009253,0.18550324,0.06886162,-0.0388008,-0.12719336,0.05597094,0.07350198,0.023654582,0.010538888,-0.009621124,0.09507823,0.10176209,0.13755743,0.13725752,0.030823449,-0.020108284,0.01787889,0.042838637,-0.060782004,-0.1239049,-0.06869137,-0.015518653,-0.08538198,-0.0918288,-0.028462682,-0.03772934,0.0002498344,-0.016232563,-0.0017185705,0.0037818437,0.0562011,0.030542072,-0.3373369,-0.19792837,0.2547875,0.014629866,-0.055456188,0.018161042,-0.012542744,-0.00043366154,-0.048123833,-0.09211362,0.04341789,0.08356251,0.020806704,-0.05883826,-0.032678816,-0.009539632,-0.022080544,0.0250441,0.037654407,-0.01700999,-0.06486751,0.0062587373,0.017643472,0.013388121,0.048988253,0.00061101315,-0.013318105,0.046381477,-0.0337807,-0.030938886,0.01802849,-0.015625749,0.010182185,0.0016679729,0.010157553,0.055643372,0.0059793484,-0.0070452513,0.011086258,0.024148528
angry,-377.46054,42.363415,-33.50737,4.04886,-21.106138,-11.499716,-3.9789488,-19.788488,-3.6025736,-6.5715747,-5.4618664,-4.557612,-10.022931,-1.0187151,-5.8771324,-1.0819932,0.69507647,3.872916,1.98763,5.175946,2.671041,1.0421335,-1.5456696,0.6854641,1.9011081,4.59614,5.0597954,0.8824191,-2.0740418,-1.2403442,-0.015339013,4.206733,-0.37013873,1.9034146,1.9204664,0.1713013,-1.184201,2.485371,0.40368772,1.983954,0.02142549,0.13708133,0.1444999,0.050389312,0.10172572,0.090779416,0.0497081,0.04794449,0.00018415882,-0.0044357264,0.00039321985,-0.042849276,-0.040932838,-0.012957436,-0.030699886,-0.0392055,-0.029973304,-0.03213844,-0.02349808,-0.059136987,-0.05854806,0.0056594154,-0.044987198,-0.060065694,0.018437428,-0.011176236,-0.030841835,-0.0037110283,-0.016284885,-0.0052933665,-0.012484743,-0.023482302,0.01148789,0.0126447715,0.000118735705,0.02289929,0.032893885,0.022887398,0.022672946,0.029881906,-0.06744998,0.014565269,0.06737359,-0.036720376,0.0061156508,0.08018532,0.02003081,0.006958744,0.018337842,-0.008699947,-0.0055610593,-0.014875831,-0.02127861,0.0042123445,0.013992017,0.0018717292,-0.0047630705,0.020371368,0.009953866,-0.041763965,-0.018349757,0.017404882,-0.023914654,-0.03756881,0.012223419,0.018615287,-0.018910473,-0.014771501,0.004556968,-0.0008568328,-0.010139144,-0.014425098,0.004116674,0.017963788,-0.000328718,0.0011270954,0.016988155,0.005050266,-0.0064130696,0.0031320287
angry,-348.3739,56.05878,-41.416393,4.760247,-25.642782,-12.4408045,0.07731868,-21.8691,-7.1285353,-8.248435,-6.325704,-3.548725,-14.153086,0.37267962,-9.108452,-5.6947265,-1.7499323,1.463005,0.0755999,4.5891566,0.6416815,0.23832132,0.40853074,3.1795075,4.491958,4.9674315,4.4446235,0.770828,1.4914486,2.7000377,0.036395032,2.4137034,-2.9281929,-0.053857643,2.7929223,3.0043812,0.35818568,2.0489168,-1.1388502,2.1513977,-0.7649765,-0.2066735,0.32695186,0.03686599,0.19127052,0.17541975,0.11831347,0.25023612,0.08057891,0.0746651,0.062161572,-0.10737452,-0.054005977,-0.07237214,0.026978154,0.05071226,0.00821059,0.089779034,0.08598681,-0.059360906,-0.02653753,0.018361028,-0.06902239,-0.08097559,0.041946847,0.043750748,-0.01136357,0.056190513,0.0062989555,0.03175556,0.03380059,-0.044567846,0.02652599,0.042946618,-0.03395534,0.021617055,0.03576953,0.029607316,0.018931538,0.0018198234,-0.09708127,-0.19254641,-0.0056577194,0.03530774,-0.074223496,0.050967753,0.046902772,-0.018124752,0.030026073,-0.101421386,-0.052391957,0.097931564,0.010985557,0.050009493,0.034151383,0.046273727,0.059926853,0.04658117,0.050442126,0.018538643,-0.004573809,0.05644717,0.022077952,-0.00093426305,0.028066587,0.008875576,0.007876785,-0.027328443,-0.012467789,-0.018430047,-0.033353887,-0.021073725,0.008098285,0.02154532,-0.0010277507,-0.017978964,0.018003555,-0.018741475,-0.03929459,-0.0054111886
angry,-298.4187,43.31425,-52.2233,-7.685589,-31.261698,-21.595284,-7.1043553,-31.06452,-12.433453,-12.415862,-13.863173,-7.8370314,-19.241528,-6.1679916,-10.286359,-2.9885077,0.5112807,6.0841637,5.1524134,9.538794,8.344396,7.2403493,4.23494,1.1906548,-0.5646185,-1.2498065,0.38471627,-1.3524853,-4.697616,-1.1015936,-1.8672876,3.2837594,-1.9279629,0.2323392,2.758608,2.5132306,-0.022136139,2.8935215,2.4475486,6.4007998,-0.75854194,-0.2577217,0.08006304,0.02899731,0.26078576,0.13001803,0.22983617,0.30223635,0.08290314,0.1169459,0.031960018,-0.10534752,-0.10394011,-0.0788125,0.03129248,-0.102601744,-0.08663684,0.007790827,0.046118844,0.05893773,0.04992516,-0.017551953,0.022910245,-0.046604447,-0.016740805,-0.057775848,-0.057518773,-0.021368757,-0.10958587,0.052265733,-0.0071122157,-0.08452326,-0.011411599,0.024987988,0.015757836,0.07461422,0.004051378,0.024646154,0.05897713,0.0052308524,-0.1584934,-0.18653569,0.070399314,0.07009147,-0.0682408,-0.002361262,0.037173394,0.0039412295,-0.03785462,-0.09384303,0.023480147,0.05729786,-0.044641934,0.031147514,0.053973425,0.053698454,0.05716339,0.043188352,0.030259976,-0.015950726,-0.059582565,0.045051698,0.010571025,-0.03348792,0.03249473,0.056066163,0.030136991,0.025825456,0.037647046,-0.00545214,0.02122149,-0.006164365,-0.028310195,-0.017493926,-0.040474344,-0.047157466,0.01497421,0.0021004535,-0.005053885,0.026613293
angry,-273.14993,44.67303,-58.03843,-4.0807104,-36.07209,-21.140522,-6.3838606,-32.064346,-11.594395,-12.782555,-15.318414,-8.657498,-22.209274,-5.359779,-12.424551,-1.7970127,2.5709329,3.7497644,-1.6025245,6.283449,1.7434514,4.81513,7.265642,6.0543394,4.348826,-1.18948,0.8143838,-0.8010336,0.4096792,1.060231,-3.9353077,0.84493387,0.5193738,3.7293737,0.8739149,-1.5259917,-2.0306487,2.4713721,-3.5802162,-0.97676855,-3.2592788,-0.12552832,-0.09910223,-0.38977665,0.31850654,0.114100225,0.41342112,0.39979535,0.12054912,0.109967686,0.082592614,-0.014225099,0.04187623,0.04218248,0.0039251363,0.18181111,0.010541636,0.054898906,0.05970279,-0.16675524,-0.0016680814,-0.12422313,-0.122602046,-0.07959091,0.01929702,0.0287755,-0.1562973,-0.034497906,0.12588327,0.1505408,0.0878337,-0.17035905,-0.062133245,-0.015175383,0.15974987,0.12897983,0.01489801,-0.008022915,0.089798264,0.09579589,-1.5076219,-0.6185398,0.2036241,0.27111268,0.054717965,0.16185841,0.15599129,0.15082125,0.071229614,-0.17868517,0.0033799072,0.11706515,0.19030474,0.042805873,0.030404288,0.080931574,0.05314738,0.01168859,-0.0017462405,0.07006349,-0.06458637,0.022853887,0.09302394,0.0041450565,-0.094642974,-0.11365284,-0.22573085,-0.13033426,0.05412449,0.11952096,0.064223036,-0.070880495,-0.16742583,-0.09235692,0.0906059,0.09837718,-0.011085894,-0.13557541,-0.02793371,0.042704765
fearful,-509.6946,42.72667,-33.720547,6.091891,-15.841124,-12.587937,-10.973119,-19.733719,-7.8527236,-9.484695,-8.204276,-6.8569536,-6.461437,2.3962204,-7.256225,-6.306649,-9.513389,-3.2910295,-2.498773,6.578276,9.599937,9.880432,9.907122,9.953914,3.7664623,1.6623447,4.0111165,2.3709345,0.96774924,-0.62460995,-4.4504576,0.2276094,-2.4685128,-1.1096541,-1.7063105,-2.1773865,-5.534883,-2.069835,-1.7202605,0.5739942,-0.5988235,-0.003720948,0.3541835,-0.07345465,0.15001413,0.13798226,0.0102798315,0.08009168,0.07421516,-0.03347378,-0.07740827,-0.071750075,-0.09630366,0.045923255,-0.038308807,-0.12135774,0.048558883,0.057115667,-0.04354939,-0.10076786,-0.009619791,0.091720484,0.041411985,0.0036397772,0.018656524,0.008996987,-0.0511942,0.0035333887,0.019117437,-0.030625261,-0.009366487,-0.02773346,0.02145664,0.0413325,-0.04837257,-0.024937028,0.00538654,-0.02079046,-0.00914354,-0.027402679,-0.4138774,-0.081547,0.13947196,-0.075882286,0.024460463,0.044963174,0.022841044,0.04340025,0.03844185,0.0014937335,0.016434219,0.062215213,-0.020842567,0.016652364,0.004059374,-0.020944525,0.0016711589,-0.008536509,-0.01688863,-0.011752838,-0.008474741,-0.0015307245,-0.008551331,-0.013740922,0.015009267,0.034671728,-0.04515023,-0.06646071,-0.019425485,0.012262581,-0.004823124,-0.054953113,-0.03223646,-0.0060647344,-0.04797397,-0.018061647,-0.0077784415,-0.036085267,0.03628622,0.043026205
fearful,-512.863,43.473145,-34.157776,2.4168878,-14.829252,-11.703846,-9.136165,-21.3535,-8.649539,-7.837428,-9.253462,-6.6922174,-7.950793,3.462412,-9.047257,-5.816923,-3.8831778,0.06534451,1.4718087,9.956479,11.009679,10.015019,5.8290987,7.104269,2.3250868,-0.8532639,1.2036719,0.34446657,-0.22362179,-1.4418691,-6.070954,-0.72698665,-1.991813,-1.5988803,-0.39352104,-1.1804345,-3.4398391,0.35196224,-1.3109014,-0.6663529,0.1593356,0.13258308,-0.03933225,-0.05639693,0.081408516,0.06797509,-0.026736654,-0.033511147,-0.026518537,-0.013953647,-0.06644596,-0.06987435,-0.044253483,-0.0155279385,0.010042763,-0.105995946,-0.033216324,0.06357433,-0.008256265,0.036498014,0.015854433,0.00085613574,0.034932036,-0.016992338,-0.0064966716,-0.009832235,-0.015495732,0.037147574,0.03112766,0.016234864,-0.004288732,-0.025843637,0.016910132,0.008641051,0.0003713074,0.03507835,0.011251561,-0.007156969,-0.018432524,0.009660692,-0.27517572,-0.10397192,0.12261714,-0.021904688,-0.02395673,0.053646516,0.06963382,0.09094971,0.0398759,-0.014769152,-0.0031707962,0.014749668,-0.04066389,-0.06342484,-0.016219163,-0.035171673,0.003915013,0.039750926,-0.02837538,-0.020441184,0.01900684,0.032991435,0.020473491,-0.015783444,0.0152674075,0.0343323,0.00079170836,-0.0080011925,0.009099984,0.025487686,-0.008987548,-0.032148473,-0.0060443156,-0.016556796,-0.012648082,0.010653113,0.007860023,-0.0005451018,-0.030352097,-0.035947666
fearful,-513.7751,38.990097,-31.257038,2.723205,-12.253551,-11.457951,-13.082418,-20.436539,-6.6484184,-4.466323,-11.2655525,-4.5016284,-8.701093,2.457783,-9.368434,-5.1078787,-4.3601255,-2.174316,0.33527103,8.25918,9.786203,8.606244,6.8532333,7.7991176,3.2152631,0.27234438,5.417496,1.8651503,0.584862,-0.30428585,-5.1522646,0.568645,-2.935046,-1.5895935,-2.068835,-1.029,-3.733933,0.38376963,-0.75717133,1.5915511,0.13003305,0.23941362,0.0425072,-0.11379979,0.12686943,0.05675078,-0.2002799,-0.089502886,0.076351665,-0.05489091,-0.13274488,0.033944428,0.03194522,0.008859589,0.07413663,-0.036835816,-0.009218715,0.05420763,-0.04468861,-0.00024368508,0.025568342,-0.019453218,-0.0150350295,-0.026657362,0.0024785704,-0.0022519769,-0.003286905,0.03435751,0.017458554,0.011493234,-0.0026929148,0.03240087,0.06253284,-0.0043009403,0.018591307,0.017306684,-0.02823563,0.016979083,0.0003374406,-0.0033274614,0.0309491,-0.03454981,-0.017012857,0.06788294,-0.0056061917,-0.0120429825,0.046213955,0.0046158326,-0.030494073,0.018355759,0.016360892,-0.04371184,0.0025503163,0.019822106,-0.02917764,0.017593037,0.012762662,-0.01861896,0.022653883,0.010601533,0.0052813934,0.021819683,0.010828596,0.008458814,-0.008826884,-0.005524218,0.0114222905,0.013323656,0.013769211,-0.0035863467,0.00029229894,-0.00961127,-0.032110613,-0.013784905,-0.019421656,-0.014244774,-0.0036028598,-0.029472401,-0.0058546104,0.01875416
fearful,-532.9236,34.558895,-33.75264,-1.4024091,-10.729066,-12.639596,-16.02627,-22.645988,-5.7114697,-4.3354406,-12.117177,-6.8695297,-5.9208617,3.3948262,-10.43361,-4.065341,-4.0947533,0.098898716,6.258829,14.9229555,16.982243,11.377239,5.5889354,5.002285,-2.211355,-3.3211298,1.1986821,0.07335803,0.9482797,-2.104677,-5.863544,0.3873245,-1.9112504,-2.7305954,-2.4139903,-1.9841901,-4.2806754,1.9620428,0.49880117,3.9875546,0.00022394517,0.10897436,0.14111678,-0.002134239,-0.03911578,-0.0019054974,-0.010522029,-0.061870042,-0.09267169,-0.031623363,0.041306112,-0.0025697525,-0.05815115,0.017286912,0.048277784,-0.02922763,-0.019793665,0.039558202,0.035478283,-0.0027810265,-0.031440757,-0.015408965,0.0062241484,-0.018868264,-0.028676303,0.013472178,0.012786486,-0.02639329,0.0008427501,0.051946353,0.056590684,0.020516217,-0.018153878,-0.018907364,-0.017741164,-0.028686242,-0.016307792,0.010370009,0.0148609,0.0031347205,-0.17396034,-0.07724571,0.06856141,-0.0038468628,-0.03088816,-0.0032761097,0.03703455,0.061983157,-0.007151665,-0.04435997,0.0155294575,0.016761921,-0.023004834,0.009542265,0.033214685,0.018420314,0.008286782,-0.01130717,-0.008736747,-0.003792135,-0.007912495,0.0036567098,-0.0016297417,0.015512669,0.023879731,-0.010477253,0.018255392,0.04289479,-0.0026692967,-0.019615725,-0.0018262337,0.01886696,0.021530645,-0.0044185133,-0.018628526,-0.0009898719,0.013344772,-0.007462158,-0.0060166926,0.024116782
fearful,-448.31326,29.232332,-44.60736,-0.68472457,-21.446676,-18.086544,-11.670384,-21.724655,-9.602647,-4.1579947,-14.027087,-7.1759367,-9.183865,4.558373,0.42971694,9.068373,16.171715,15.276781,6.8559,3.1738653,-4.06185,-7.4284935,-3.6929777,0.8282236,-4.75863,-8.647231,-4.5203056,-2.5350566,0.08606752,-2.242795,-1.9452907,6.6456165,6.5061445,4.905521,0.46770367,3.2155008,-2.579738,-0.49055764,-3.3147433,2.953803,-0.07841694,0.042156152,0.026294423,-0.015164249,0.03600856,0.014661202,-0.018406453,0.040513992,0.018507268,0.01647197,-0.08982934,0.035672013,-0.0847598,-0.0491474,0.0037861553,-0.053602442,-0.06147303,-0.0545779,-0.022949785,0.041247733,-0.0014652235,0.034202203,0.077171884,0.04011817,0.019860089,0.0710625,-0.01355816,-0.041385252,0.014898103,-0.034153935,-0.0026622908,-0.03742822,0.010083347,0.002096591,-0.008657551,0.026916053,0.078871146,0.030706823,-0.008773665,-0.042033426,-0.85956997,-0.046430573,0.2738209,-0.05157249,0.070770025,0.084570736,-0.038395405,0.13903722,-0.032590993,-0.012591822,0.028412146,0.090341985,-0.09823648,-0.04058219,0.048041783,-0.018320672,0.01372945,0.043686263,0.029516492,-0.011166475,-0.007057523,0.06597646,0.04823718,0.012963607,0.03362229,0.023151692,0.0017370998,-0.031908937,-0.006129752,-0.03858124,0.018108409,-0.08382983,0.017239846,-0.0047982554,0.008484676,0.021075733,0.0062982594,-0.022080066,0.007062506,-0.0006729554
fearful,-429.22266,25.4049,-42.47213,-1.0763576,-19.618893,-19.69869,-10.92444,-21.778265,-11.794694,-6.4237595,-14.871627,-4.265563,-7.096778,5.445193,-1.288196,6.6045637,17.90382,18.808384,9.395031,4.8412724,-3.064498,-9.379961,-5.6874065,0.090846576,-4.270426,-6.8252606,-4.543341,-4.024589,0.49720502,0.22619997,-4.778716,1.5421144,0.74377257,6.8624125,2.9530535,2.7403822,0.9666124,1.4937198,-3.592336,-2.8906426,-0.2820177,0.1348277,0.19462144,-0.06661152,0.07081661,0.04555002,-0.014661565,0.0224624,-0.03074469,0.0076453723,-0.014697445,-0.041052185,-0.078889534,-0.009548814,0.05760981,-0.019056346,-0.036247425,0.010224735,-0.009854606,-0.010859572,-0.062222086,0.031122806,0.0062211948,-0.052659616,-0.0592829,-0.05711168,-0.014668838,-0.018436935,0.028598377,0.04746725,0.050072085,-0.017575948,-0.0060000303,-0.03947005,0.030214,0.08390337,0.005427665,-0.03489667,-0.008688699,-0.009653401,-0.49932534,-0.024606626,0.2007272,-0.06221227,0.008756708,0.042108685,0.020030713,0.14132574,-0.022606697,-0.054766003,0.022286326,0.04779794,-0.07785449,-0.06261288,0.051429693,0.025642317,0.0135135995,0.0002336972,-0.027652657,0.035655648,-0.017865898,0.012973531,0.05179462,0.012114453,0.021657238,-0.02024226,-0.016597679,-0.030215057,0.012526405,-0.04431319,0.0048613315,2.7516135e-05,0.024012161,0.03626327,-0.0012453161,0.0066529694,0.018407395,-0.015722422,0.029555986,0.008963828
fearful,-424.66724,21.63799,-37.91412,-7.0097837,-16.975607,-17.779509,-11.788695,-18.747152,-9.830433,-7.996089,-14.670294,-6.2378855,-10.626722,4.3326035,-1.7336829,5.772212,11.962326,14.728387,8.679201,7.8099413,0.2156444,-6.0886445,-4.8026886,-0.86976504,-4.7385674,-6.4082108,-3.8349907,-3.7399023,-2.3994231,-1.0281333,-0.49674127,5.504343,-0.46380064,1.3325274,1.9064778,1.570021,-2.905869,4.4654956,5.001915,1.7059382,-0.06275483,0.024526149,0.09314959,0.0031629428,-0.022694891,0.011326413,0.055384327,0.04999543,-0.027684122,-0.029738298,0.03975559,0.024380792,-0.041197073,-0.018590553,0.023949426,0.003165079,0.0033134478,0.020320255,0.022951955,0.025807686,0.015137369,0.026889749,0.030974345,0.0036767109,-8.735571e-05,0.0064531076,0.017579628,-0.004887552,-0.04064457,0.008169712,0.03384317,-0.0034546584,0.0039323815,0.021976216,0.034061197,0.03815375,0.005935021,-0.00232842,0.021689458,0.014386169,-0.040328164,-0.008279092,0.022348586,-0.011891191,-0.013423412,-0.0005530122,0.008977434,0.017671352,-0.014682687,-0.037683766,-0.008179796,0.0005909188,-0.023735696,-0.013868908,0.010496874,0.004045232,-0.0013217593,0.0017493509,-0.009759025,-0.016025314,-0.008077395,-0.0043303636,-0.005984838,-0.0030103144,-0.0015768721,-0.00069686276,0.008158942,-0.004214445,-0.022526344,-0.007518589,-0.010679266,-0.02553955,-0.0056840293,-0.0032996547,-0.00876745,0.01189063,0.010223139,-0.0055673514,-0.0088033965,-0.01243182
fearful,-408.9712,29.472206,-38.980938,-5.2699523,-17.652163,-15.729232,-16.932505,-23.93319,-8.282101,-4.51135,-15.388487,-4.8345675,-8.525426,4.390496,-1.5599219,10.787899,16.873064,15.26881,8.566108,7.113278,1.3623085,-3.3316665,-1.7585853,-1.490622,-6.7982106,-6.022642,-0.24531773,-3.3253555,-1.518009,-0.18639778,1.1700121,7.0887604,-1.4149429,0.3597246,3.750979,3.093033,-2.411315,4.9111614,4.5038695,3.068099,-0.32413107,0.11893248,0.34565333,-0.11017231,-0.04066456,0.012452212,0.03688621,0.15312286,0.048123874,0.021117825,-0.03413291,-0.016697478,-0.06222034,0.011595182,0.071057156,-0.040271115,-0.012111557,0.04272898,-0.04539088,0.044155184,0.057886522,0.0012331996,0.027638584,-0.06672427,-0.0018291837,0.01884838,-0.103680015,0.013804429,0.044789,-0.019906761,0.046569612,0.015535579,0.05042405,0.052697375,-0.036624655,0.0026775564,0.013739186,-0.023180118,0.05426549,0.037451014,-0.46296227,-0.13152291,0.15101656,-0.041217387,0.08299182,0.045585446,-0.02420103,0.0660454,-0.02638227,-0.06495019,-0.017709687,0.070364915,-0.06590501,-0.036665767,0.0146341985,0.047745038,0.052167423,-0.009629655,-0.03183179,-0.03925294,0.0069741094,0.02565839,-0.016503768,-0.025435273,-0.006211577,0.008721331,-0.009601454,-0.022085104,-0.0045592193,-0.013881504,0.029274993,-0.020053493,-0.005288997,-0.0018897336,-0.04540162,0.012209705,0.05787261,-0.059582096,-0.054455154,-0.006634857
disgust,-564.475,69.59205,-16.762047,9.289935,-11.270134,1.3035101,-12.234727,-16.382362,-5.392944,-1.6993347,-7.2519712,-1.7046251,-7.6399283,1.5964175,-7.7099147,-3.5369241,-6.061347,-4.6732106,-7.8207684,-2.0568647,-5.122227,-4.262674,-6.4486394,-0.2072261,-3.0890858,-0.6482748,-0.06790828,-0.78335524,-0.3346743,0.11421856,1.7007493,4.274395,4.483831,6.311875,3.6417327,2.9382355,-0.94157034,1.4270071,0.7838847,4.7672396,-1.1057193,0.81829417,-0.16647492,-0.033228036,0.31145337,0.024052491,0.008343765,0.015583617,0.08220029,-0.10202899,-0.01573758,-0.009082605,-0.21261545,-0.10878314,-0.040815208,-0.22035652,-0.11952312,-0.15440902,-0.12428376,0.0025847293,-0.028241822,-0.056189943,0.057672225,0.012318218,0.17723934,0.12553291,0.092279516,0.11097842,0.10342036,-0.016995555,0.006972042,0.05977825,0.028980816,-0.035558857,0.01234082,0.029821323,0.035712406,0.028622493,0.025792764,0.008874352,-0.726302,0.2771653,-0.04271566,0.023039952,0.08056207,-0.019383062,-0.006114819,-0.068484806,0.06739523,0.008483214,-0.07817908,-0.029161986,-0.06501393,-0.044200283,-0.050019465,-0.09225115,-0.0794302,-0.010027762,-0.038312946,0.006704531,0.01078812,-0.0064890124,0.008747639,0.008280571,0.08178513,0.06400907,0.02744273,-0.008094405,-0.03887913,-0.026037745,-0.04302561,-0.007103534,-0.011732083,0.0017396171,0.06420924,0.056295734,0.021878911,-0.026948867,-0.025877427,0.0045947446
disgust,-617.6853,65.16863,-15.096035,10.211275,-10.960475,-0.1495201,-9.332992,-15.073578,-7.3922205,0.05112463,-7.1726522,-3.1530778,-8.686135,-1.138345,-4.3376546,-5.183204,-4.3960643,-3.302414,-6.80789,-2.9844127,-3.7643828,-4.823671,-7.3306117,-2.5137413,-4.4908605,-2.5307782,-1.6807445,-1.016481,1.5835384,1.9339328,-1.0618687,2.834509,-0.53665215,3.289355,1.986559,3.7600572,1.223731,1.8161768,0.07776769,2.4447663,0.026285294,0.026117284,-0.036910914,0.0483806,0.20805316,0.21734047,0.13005719,0.0035837074,0.0011241281,0.041506898,0.009770675,-0.022213014,-0.0028815372,0.025578437,-0.0028421518,-0.032744996,-0.028707052,-0.037284885,-0.040248446,-0.005013651,0.0002720579,-0.017349817,-0.008853994,0.018060483,0.05760581,0.041924804,-0.017756736,-0.030787012,0.02281379,0.043636665,-0.0045152535,-0.012234845,-0.011421149,-0.019327164,-0.0242452,-0.017698089,0.010486071,0.010956502,0.020706495,0.02230959,0.073418416,0.07017285,-0.0036488145,-0.044215668,-0.030314196,-0.024229055,-0.04402046,-0.031708993,0.0111107165,0.018771062,0.016425237,0.0008823134,0.0061560604,0.033555444,0.017349139,0.02171413,0.026081191,0.02482974,0.011936721,-0.00024215352,0.006915007,0.004864931,0.010583515,-0.010001892,-0.0015376594,0.013063496,-0.0037350187,-0.0015648081,-0.0072001657,0.0019747575,0.009693557,-0.0045085624,-0.009134808,-0.0026228977,0.009182903,-0.0017033755,-0.0070566977,-0.0040849284,-0.014078531,-0.022919316
